t_over_theta,p_tau0,impulse_tau0,p_tau0.25,impulse_tau0.25,p_tau1,impulse_tau1,p_tau4,impulse_tau4
3.051000000000e+01,8.511941257817e-14,1.518583037474e+00,1.173370603624e-13,1.518583037474e+00,1.475789943340e-08,1.518583017071e+00,4.171179388688e-05,1.506664299142e+00
3.051500000000e+01,8.469487773683e-14,1.518583037474e+00,1.167518393323e-13,1.518583037474e+00,1.468429410291e-08,1.518583017144e+00,4.150375544696e-05,1.506664506661e+00
3.052000000000e+01,8.427246027184e-14,1.518583037474e+00,1.161695371044e-13,1.518583037474e+00,1.461105588053e-08,1.518583017217e+00,4.129675460308e-05,1.506664713145e+00
3.052500000000e+01,8.385214962275e-14,1.518583037474e+00,1.155901391209e-13,1.518583037474e+00,1.453818293531e-08,1.518583017290e+00,4.109078618023e-05,1.506664918598e+00
3.053000000000e+01,8.343393528177e-14,1.518583037474e+00,1.150136308969e-13,1.518583037474e+00,1.446567344542e-08,1.518583017362e+00,4.088584502916e-05,1.506665123028e+00
3.053500000000e+01,8.301780679352e-14,1.518583037474e+00,1.144399980197e-13,1.518583037474e+00,1.439352559812e-08,1.518583017434e+00,4.068192602636e-05,1.506665326437e+00
3.054000000000e+01,8.260375375476e-14,1.518583037474e+00,1.138692261484e-13,1.518583037474e+00,1.432173758971e-08,1.518583017506e+00,4.047902407382e-05,1.506665528832e+00
3.054500000000e+01,8.219176581414e-14,1.518583037474e+00,1.133013010136e-13,1.518583037474e+00,1.425030762548e-08,1.518583017577e+00,4.027713409899e-05,1.506665730218e+00
3.055000000000e+01,8.178183267195e-14,1.518583037474e+00,1.127362084173e-13,1.518583037474e+00,1.417923391969e-08,1.518583017648e+00,4.007625105461e-05,1.506665930599e+00
3.055500000000e+01,8.137394407984e-14,1.518583037474e+00,1.121739342321e-13,1.518583037474e+00,1.410851469548e-08,1.518583017718e+00,3.987636991860e-05,1.506666129981e+00
3.056000000000e+01,8.096808984057e-14,1.518583037474e+00,1.116144644011e-13,1.518583037474e+00,1.403814818488e-08,1.518583017789e+00,3.967748569391e-05,1.506666328369e+00
3.056500000000e+01,8.056425980776e-14,1.518583037474e+00,1.110577849375e-13,1.518583037474e+00,1.396813262871e-08,1.518583017858e+00,3.947959340843e-05,1.506666525767e+00
3.057000000000e+01,8.016244388564e-14,1.518583037474e+00,1.105038819243e-13,1.518583037474e+00,1.389846627658e-08,1.518583017928e+00,3.928268811484e-05,1.506666722180e+00
3.057500000000e+01,7.976263202880e-14,1.518583037474e+00,1.099527415139e-13,1.518583037474e+00,1.382914738684e-08,1.518583017997e+00,3.908676489050e-05,1.506666917614e+00
3.058000000000e+01,7.936481424191e-14,1.518583037474e+00,1.094043499278e-13,1.518583037474e+00,1.376017422650e-08,1.518583018066e+00,3.889181883732e-05,1.506667112073e+00
3.058500000000e+01,7.896898057951e-14,1.518583037474e+00,1.088586934561e-13,1.518583037474e+00,1.369154507123e-08,1.518583018134e+00,3.869784508163e-05,1.506667305562e+00
3.059000000000e+01,7.857512114574e-14,1.518583037474e+00,1.083157584574e-13,1.518583037474e+00,1.362325820531e-08,1.518583018202e+00,3.850483877409e-05,1.506667498086e+00
3.059500000000e+01,7.818322609408e-14,1.518583037474e+00,1.077755313584e-13,1.518583037474e+00,1.355531192154e-08,1.518583018270e+00,3.831279508952e-05,1.506667689650e+00
3.060000000000e+01,7.779328562716e-14,1.518583037474e+00,1.072379986532e-13,1.518583037474e+00,1.348770452129e-08,1.518583018338e+00,3.812170922683e-05,1.506667880259e+00
3.060500000000e+01,7.740528999642e-14,1.518583037474e+00,1.067031469036e-13,1.518583037474e+00,1.342043431434e-08,1.518583018405e+00,3.793157640885e-05,1.506668069917e+00
3.061000000000e+01,7.701922950197e-14,1.518583037474e+00,1.061709627382e-13,1.518583037474e+00,1.335349961896e-08,1.518583018472e+00,3.774239188225e-05,1.506668258629e+00
3.061500000000e+01,7.663509449226e-14,1.518583037474e+00,1.056414328524e-13,1.518583037474e+00,1.328689876176e-08,1.518583018538e+00,3.755415091742e-05,1.506668446399e+00
3.062000000000e+01,7.625287536391e-14,1.518583037474e+00,1.051145440079e-13,1.518583037474e+00,1.322063007772e-08,1.518583018604e+00,3.736684880832e-05,1.506668633234e+00
3.062500000000e+01,7.587256256142e-14,1.518583037474e+00,1.045902830326e-13,1.518583037474e+00,1.315469191012e-08,1.518583018670e+00,3.718048087238e-05,1.506668819136e+00
3.063000000000e+01,7.549414657694e-14,1.518583037474e+00,1.040686368197e-13,1.518583037474e+00,1.308908261050e-08,1.518583018735e+00,3.699504245041e-05,1.506669004111e+00
3.063500000000e+01,7.511761795005e-14,1.518583037474e+00,1.035495923282e-13,1.518583037474e+00,1.302380053863e-08,1.518583018800e+00,3.681052890642e-05,1.506669188164e+00
3.064000000000e+01,7.474296726753e-14,1.518583037474e+00,1.030331365818e-13,1.518583037474e+00,1.295884406246e-08,1.518583018865e+00,3.662693562757e-05,1.506669371299e+00
3.064500000000e+01,7.437018516308e-14,1.518583037474e+00,1.025192566693e-13,1.518583037474e+00,1.289421155806e-08,1.518583018930e+00,3.644425802402e-05,1.506669553520e+00
3.065000000000e+01,7.399926231714e-14,1.518583037474e+00,1.020079397435e-13,1.518583037474e+00,1.282990140962e-08,1.518583018994e+00,3.626249152882e-05,1.506669734832e+00
3.065500000000e+01,7.363018945661e-14,1.518583037474e+00,1.014991730215e-13,1.518583037474e+00,1.276591200938e-08,1.518583019058e+00,3.608163159779e-05,1.506669915241e+00
3.066000000000e+01,7.326295735464e-14,1.518583037474e+00,1.009929437842e-13,1.518583037474e+00,1.270224175761e-08,1.518583019121e+00,3.590167370944e-05,1.506670094749e+00
3.066500000000e+01,7.289755683043e-14,1.518583037474e+00,1.004892393756e-13,1.518583037474e+00,1.263888906254e-08,1.518583019184e+00,3.572261336479e-05,1.506670273362e+00
3.067000000000e+01,7.253397874894e-14,1.518583037474e+00,9.998804720334e-14,1.518583037474e+00,1.257585234036e-08,1.518583019247e+00,3.554444608734e-05,1.506670451084e+00
3.067500000000e+01,7.217221402069e-14,1.518583037474e+00,9.948935473743e-14,1.518583037474e+00,1.251313001515e-08,1.518583019310e+00,3.536716742290e-05,1.506670627920e+00
3.068000000000e+01,7.181225360155e-14,1.518583037474e+00,9.899314951057e-14,1.518583037474e+00,1.245072051883e-08,1.518583019372e+00,3.519077293948e-05,1.506670803874e+00
3.068500000000e+01,7.145408849249e-14,1.518583037474e+00,9.849941911760e-14,1.518583037474e+00,1.238862229118e-08,1.518583019434e+00,3.501525822722e-05,1.506670978950e+00
3.069000000000e+01,7.109770973937e-14,1.518583037474e+00,9.800815121524e-14,1.518583037474e+00,1.232683377973e-08,1.518583019496e+00,3.484061889824e-05,1.506671153153e+00
3.069500000000e+01,7.074310843269e-14,1.518583037474e+00,9.751933352177e-14,1.518583037474e+00,1.226535343976e-08,1.518583019557e+00,3.466685058654e-05,1.506671326488e+00
3.070000000000e+01,7.039027570741e-14,1.518583037474e+00,9.703295381672e-14,1.518583037474e+00,1.220417973427e-08,1.518583019618e+00,3.449394894792e-05,1.506671498957e+00
3.070500000000e+01,7.003920274269e-14,1.518583037474e+00,9.654899994056e-14,1.518583037474e+00,1.214331113391e-08,1.518583019679e+00,3.432190965981e-05,1.506671670567e+00
3.071000000000e+01,6.968988076168e-14,1.518583037474e+00,9.606745979443e-14,1.518583037474e+00,1.208274611696e-08,1.518583019739e+00,3.415072842124e-05,1.506671841321e+00
3.071500000000e+01,6.934230103132e-14,1.518583037474e+00,9.558832133980e-14,1.518583037474e+00,1.202248316929e-08,1.518583019799e+00,3.398040095265e-05,1.506672011223e+00
3.072000000000e+01,6.899645486210e-14,1.518583037474e+00,9.511157259818e-14,1.518583037474e+00,1.196252078433e-08,1.518583019859e+00,3.381092299586e-05,1.506672180277e+00
3.072500000000e+01,6.865233360784e-14,1.518583037474e+00,9.463720165083e-14,1.518583037474e+00,1.190285746301e-08,1.518583019919e+00,3.364229031390e-05,1.506672348489e+00
3.073000000000e+01,6.830992866550e-14,1.518583037474e+00,9.416519663845e-14,1.518583037474e+00,1.184349171375e-08,1.518583019978e+00,3.347449869096e-05,1.506672515861e+00
3.073500000000e+01,6.796923147494e-14,1.518583037474e+00,9.369554576089e-14,1.518583037474e+00,1.178442205239e-08,1.518583020037e+00,3.330754393222e-05,1.506672682399e+00
3.074000000000e+01,6.763023351870e-14,1.518583037474e+00,9.322823727686e-14,1.518583037474e+00,1.172564700220e-08,1.518583020095e+00,3.314142186382e-05,1.506672848106e+00
3.074500000000e+01,6.729292632182e-14,1.518583037474e+00,9.276325950361e-14,1.518583037474e+00,1.166716509380e-08,1.518583020154e+00,3.297612833269e-05,1.506673012987e+00
3.075000000000e+01,6.695730145161e-14,1.518583037474e+00,9.230060081668e-14,1.518583037474e+00,1.160897486513e-08,1.518583020212e+00,3.281165920649e-05,1.506673177045e+00
3.075500000000e+01,6.662335051741e-14,1.518583037474e+00,9.184024964958e-14,1.518583037474e+00,1.155107486144e-08,1.518583020269e+00,3.264801037347e-05,1.506673340285e+00
3.076000000000e+01,6.629106517046e-14,1.518583037474e+00,9.138219449350e-14,1.518583037474e+00,1.149346363522e-08,1.518583020327e+00,3.248517774242e-05,1.506673502711e+00
3.076500000000e+01,6.596043710358e-14,1.518583037474e+00,9.092642389705e-14,1.518583037474e+00,1.143613974620e-08,1.518583020384e+00,3.232315724250e-05,1.506673664327e+00
3.077000000000e+01,6.563145805106e-14,1.518583037474e+00,9.047292646593e-14,1.518583037474e+00,1.137910176126e-08,1.518583020441e+00,3.216194482319e-05,1.506673825136e+00
3.077500000000e+01,6.530411978842e-14,1.518583037474e+00,9.002169086268e-14,1.518583037474e+00,1.132234825445e-08,1.518583020498e+00,3.200153645418e-05,1.506673985144e+00
3.078000000000e+01,6.497841413217e-14,1.518583037474e+00,8.957270580639e-14,1.518583037474e+00,1.126587780695e-08,1.518583020554e+00,3.184192812525e-05,1.506674144354e+00
3.078500000000e+01,6.465433293966e-14,1.518583037474e+00,8.912596007241e-14,1.518583037474e+00,1.120968900697e-08,1.518583020610e+00,3.168311584618e-05,1.506674302769e+00
3.079000000000e+01,6.433186810884e-14,1.518583037474e+00,8.868144249208e-14,1.518583037474e+00,1.115378044981e-08,1.518583020666e+00,3.152509564666e-05,1.506674460395e+00
3.079500000000e+01,6.401101157807e-14,1.518583037474e+00,8.823914195243e-14,1.518583037474e+00,1.109815073773e-08,1.518583020721e+00,3.136786357617e-05,1.506674617234e+00
3.080000000000e+01,6.369175532593e-14,1.518583037474e+00,8.779904739592e-14,1.518583037474e+00,1.104279848000e-08,1.518583020776e+00,3.121141570390e-05,1.506674773291e+00
3.080500000000e+01,6.337409137099e-14,1.518583037474e+00,8.736114782017e-14,1.518583037474e+00,1.098772229281e-08,1.518583020831e+00,3.105574811865e-05,1.506674928570e+00
3.081000000000e+01,6.305801177163e-14,1.518583037474e+00,8.692543227767e-14,1.518583037474e+00,1.093292079925e-08,1.518583020886e+00,3.090085692872e-05,1.506675083074e+00
3.081500000000e+01,6.274350862585e-14,1.518583037474e+00,8.649188987550e-14,1.518583037474e+00,1.087839262928e-08,1.518583020940e+00,3.074673826182e-05,1.506675236808e+00
3.082000000000e+01,6.243057407106e-14,1.518583037474e+00,8.606050977508e-14,1.518583037474e+00,1.082413641969e-08,1.518583020995e+00,3.059338826499e-05,1.506675389775e+00
3.082500000000e+01,6.211920028386e-14,1.518583037474e+00,8.563128119189e-14,1.518583037474e+00,1.077015081408e-08,1.518583021048e+00,3.044080310445e-05,1.506675541979e+00
3.083000000000e+01,6.180937947992e-14,1.518583037474e+00,8.520419339518e-14,1.518583037474e+00,1.071643446280e-08,1.518583021102e+00,3.028897896557e-05,1.506675693424e+00
3.083500000000e+01,6.150110391367e-14,1.518583037474e+00,8.477923570775e-14,1.518583037474e+00,1.066298602293e-08,1.518583021155e+00,3.013791205275e-05,1.506675844113e+00
3.084000000000e+01,6.119436587823e-14,1.518583037474e+00,8.435639750563e-14,1.518583037474e+00,1.060980415828e-08,1.518583021208e+00,2.998759858930e-05,1.506675994051e+00
3.084500000000e+01,6.088915770512e-14,1.518583037474e+00,8.393566821784e-14,1.518583037474e+00,1.055688753928e-08,1.518583021261e+00,2.983803481737e-05,1.506676143241e+00
3.085000000000e+01,6.058547176413e-14,1.518583037474e+00,8.351703732613e-14,1.518583037474e+00,1.050423484301e-08,1.518583021314e+00,2.968921699787e-05,1.506676291687e+00
3.085500000000e+01,6.028330046308e-14,1.518583037474e+00,8.310049436470e-14,1.518583037474e+00,1.045184475317e-08,1.518583021366e+00,2.954114141034e-05,1.506676439393e+00
3.086000000000e+01,5.998263624769e-14,1.518583037474e+00,8.268602891996e-14,1.518583037474e+00,1.039971595999e-08,1.518583021418e+00,2.939380435289e-05,1.506676586362e+00
3.086500000000e+01,5.968347160133e-14,1.518583037474e+00,8.227363063025e-14,1.518583037474e+00,1.034784716025e-08,1.518583021470e+00,2.924720214207e-05,1.506676732598e+00
3.087000000000e+01,5.938579904486e-14,1.518583037474e+00,8.186328918558e-14,1.518583037474e+00,1.029623705722e-08,1.518583021521e+00,2.910133111283e-05,1.506676878105e+00
3.087500000000e+01,5.908961113647e-14,1.518583037474e+00,8.145499432742e-14,1.518583037474e+00,1.024488436066e-08,1.518583021572e+00,2.895618761838e-05,1.506677022886e+00
3.088000000000e+01,5.879490047143e-14,1.518583037474e+00,8.104873584835e-14,1.518583037474e+00,1.019378778675e-08,1.518583021623e+00,2.881176803014e-05,1.506677166945e+00
3.088500000000e+01,5.850165968196e-14,1.518583037474e+00,8.064450359190e-14,1.518583037474e+00,1.014294605805e-08,1.518583021674e+00,2.866806873759e-05,1.506677310285e+00
3.089000000000e+01,5.820988143703e-14,1.518583037474e+00,8.024228745224e-14,1.518583037474e+00,1.009235790354e-08,1.518583021725e+00,2.852508614826e-05,1.506677452910e+00
3.089500000000e+01,5.791955844218e-14,1.518583037474e+00,7.984207737394e-14,1.518583037474e+00,1.004202205850e-08,1.518583021775e+00,2.838281668756e-05,1.506677594824e+00
3.090000000000e+01,5.763068343929e-14,1.518583037474e+00,7.944386335174e-14,1.518583037474e+00,9.991937264539e-09,1.518583021825e+00,2.824125679876e-05,1.506677736031e+00
3.090500000000e+01,5.734324920650e-14,1.518583037474e+00,7.904763543026e-14,1.518583037474e+00,9.942102269527e-09,1.518583021874e+00,2.810040294285e-05,1.506677876533e+00
3.091000000000e+01,5.705724855792e-14,1.518583037474e+00,7.865338370378e-14,1.518583037474e+00,9.892515827589e-09,1.518583021924e+00,2.796025159848e-05,1.506678016334e+00
3.091500000000e+01,5.677267434353e-14,1.518583037474e+00,7.826109831599e-14,1.518583037474e+00,9.843176699062e-09,1.518583021973e+00,2.782079926186e-05,1.506678155438e+00
3.092000000000e+01,5.648951944896e-14,1.518583037474e+00,7.787076945974e-14,1.518583037474e+00,9.794083650466e-09,1.518583022022e+00,2.768204244666e-05,1.506678293848e+00
3.092500000000e+01,5.620777679531e-14,1.518583037474e+00,7.748238737678e-14,1.518583037474e+00,9.745235454470e-09,1.518583022071e+00,2.754397768397e-05,1.506678431568e+00
3.093000000000e+01,5.592743933901e-14,1.518583037474e+00,7.709594235753e-14,1.518583037474e+00,9.696630889869e-09,1.518583022119e+00,2.740660152216e-05,1.506678568601e+00
3.093500000000e+01,5.564850007161e-14,1.518583037474e+00,7.671142474087e-14,1.518583037474e+00,9.648268741545e-09,1.518583022167e+00,2.726991052681e-05,1.506678704951e+00
3.094000000000e+01,5.537095201960e-14,1.518583037474e+00,7.632882491381e-14,1.518583037474e+00,9.600147800442e-09,1.518583022215e+00,2.713390128064e-05,1.506678840620e+00
3.094500000000e+01,5.509478824429e-14,1.518583037474e+00,7.594813331136e-14,1.518583037474e+00,9.552266863534e-09,1.518583022263e+00,2.699857038342e-05,1.506678975613e+00
3.095000000000e+01,5.482000184154e-14,1.518583037474e+00,7.556934041619e-14,1.518583037474e+00,9.504624733795e-09,1.518583022311e+00,2.686391445186e-05,1.506679109933e+00
3.095500000000e+01,5.454658594170e-14,1.518583037474e+00,7.519243675847e-14,1.518583037474e+00,9.457220220169e-09,1.518583022358e+00,2.672993011957e-05,1.506679243582e+00
3.096000000000e+01,5.427453370935e-14,1.518583037474e+00,7.481741291558e-14,1.518583037474e+00,9.410052137542e-09,1.518583022405e+00,2.659661403692e-05,1.506679376565e+00
3.096500000000e+01,5.400383834317e-14,1.518583037474e+00,7.444425951192e-14,1.518583037474e+00,9.363119306708e-09,1.518583022452e+00,2.646396287101e-05,1.506679508885e+00
3.097000000000e+01,5.373449307575e-14,1.518583037474e+00,7.407296721862e-14,1.518583037474e+00,9.316420554344e-09,1.518583022499e+00,2.633197330554e-05,1.506679640545e+00
3.097500000000e+01,5.346649117347e-14,1.518583037474e+00,7.370352675335e-14,1.518583037474e+00,9.269954712980e-09,1.518583022545e+00,2.620064204078e-05,1.506679771548e+00
3.098000000000e+01,5.319982593625e-14,1.518583037474e+00,7.333592888010e-14,1.518583037474e+00,9.223720620966e-09,1.518583022591e+00,2.606996579344e-05,1.506679901898e+00
3.098500000000e+01,5.293449069744e-14,1.518583037474e+00,7.297016440888e-14,1.518583037474e+00,9.177717122448e-09,1.518583022637e+00,2.593994129660e-05,1.506680031598e+00
3.099000000000e+01,5.267047882367e-14,1.518583037474e+00,7.260622419558e-14,1.518583037474e+00,9.131943067336e-09,1.518583022683e+00,2.581056529964e-05,1.506680160651e+00
3.099500000000e+01,5.240778371460e-14,1.518583037474e+00,7.224409914167e-14,1.518583037474e+00,9.086397311276e-09,1.518583022728e+00,2.568183456816e-05,1.506680289060e+00
3.100000000000e+01,5.214639880286e-14,1.518583037474e+00,7.188378019399e-14,1.518583037474e+00,9.041078715623e-09,1.518583022773e+00,2.555374588388e-05,1.506680416829e+00
3.100500000000e+01,5.188631755380e-14,1.518583037474e+00,7.152525834456e-14,1.518583037474e+00,8.995986147408e-09,1.518583022818e+00,2.542629604458e-05,1.506680543960e+00
3.101000000000e+01,5.162753346539e-14,1.518583037474e+00,7.116852463032e-14,1.518583037474e+00,8.951118479316e-09,1.518583022863e+00,2.529948186401e-05,1.506680670457e+00
3.101500000000e+01,5.137004006800e-14,1.518583037474e+00,7.081357013290e-14,1.518583037474e+00,8.906474589651e-09,1.518583022907e+00,2.517330017180e-05,1.506680796324e+00
3.102000000000e+01,5.111383092429e-14,1.518583037474e+00,7.046038597842e-14,1.518583037474e+00,8.862053362315e-09,1.518583022952e+00,2.504774781340e-05,1.506680921563e+00
3.102500000000e+01,5.085889962901e-14,1.518583037474e+00,7.010896333727e-14,1.518583037474e+00,8.817853686775e-09,1.518583022996e+00,2.492282165000e-05,1.506681046177e+00
3.103000000000e+01,5.060523980887e-14,1.518583037474e+00,6.975929342384e-14,1.518583037474e+00,8.773874458037e-09,1.518583023040e+00,2.479851855845e-05,1.506681170169e+00
3.103500000000e+01,5.035284512237e-14,1.518583037474e+00,6.941136749639e-14,1.518583037474e+00,8.730114576616e-09,1.518583023083e+00,2.467483543115e-05,1.506681293544e+00
3.104000000000e+01,5.010170925961e-14,1.518583037474e+00,6.906517685673e-14,1.518583037474e+00,8.686572948515e-09,1.518583023127e+00,2.455176917602e-05,1.506681416302e+00
3.104500000000e+01,4.985182594220e-14,1.518583037474e+00,6.872071285010e-14,1.518583037474e+00,8.643248485190e-09,1.518583023170e+00,2.442931671639e-05,1.506681538449e+00
3.105000000000e+01,4.960318892303e-14,1.518583037474e+00,6.837796686487e-14,1.518583037474e+00,8.600140103528e-09,1.518583023213e+00,2.430747499096e-05,1.506681659986e+00
3.105500000000e+01,4.935579198617e-14,1.518583037474e+00,6.803693033237e-14,1.518583037474e+00,8.557246725815e-09,1.518583023256e+00,2.418624095367e-05,1.506681780918e+00
3.106000000000e+01,4.910962894667e-14,1.518583037474e+00,6.769759472667e-14,1.518583037474e+00,8.514567279717e-09,1.518583023298e+00,2.406561157367e-05,1.506681901246e+00
3.106500000000e+01,4.886469365046e-14,1.518583037474e+00,6.735995156436e-14,1.518583037474e+00,8.472100698244e-09,1.518583023341e+00,2.394558383520e-05,1.506682020974e+00
3.107000000000e+01,4.862097997414e-14,1.518583037474e+00,6.702399240435e-14,1.518583037474e+00,8.429845919730e-09,1.518583023383e+00,2.382615473758e-05,1.506682140104e+00
3.107500000000e+01,4.837848182484e-14,1.518583037474e+00,6.668970884765e-14,1.518583037474e+00,8.387801887803e-09,1.518583023425e+00,2.370732129507e-05,1.506682258641e+00
3.108000000000e+01,4.813719314012e-14,1.518583037474e+00,6.635709253714e-14,1.518583037474e+00,8.345967551360e-09,1.518583023467e+00,2.358908053682e-05,1.506682376586e+00
3.108500000000e+01,4.789710788772e-14,1.518583037474e+00,6.602613515739e-14,1.518583037474e+00,8.304341864540e-09,1.518583023508e+00,2.347142950682e-05,1.506682493943e+00
3.109000000000e+01,4.765822006552e-14,1.518583037474e+00,6.569682843447e-14,1.518583037474e+00,8.262923786700e-09,1.518583023549e+00,2.335436526378e-05,1.506682610715e+00
3.109500000000e+01,4.742052370131e-14,1.518583037474e+00,6.536916413568e-14,1.518583037474e+00,8.221712282384e-09,1.518583023590e+00,2.323788488108e-05,1.506682726905e+00
3.110000000000e+01,4.718401285265e-14,1.518583037474e+00,6.504313406939e-14,1.518583037474e+00,8.180706321304e-09,1.518583023631e+00,2.312198544672e-05,1.506682842515e+00
3.110500000000e+01,4.694868160678e-14,1.518583037474e+00,6.471873008485e-14,1.518583037474e+00,8.139904878308e-09,1.518583023672e+00,2.300666406320e-05,1.506682957548e+00
3.111000000000e+01,4.671452408039e-14,1.518583037474e+00,6.439594407193e-14,1.518583037474e+00,8.099306933358e-09,1.518583023713e+00,2.289191784748e-05,1.506683072008e+00
3.111500000000e+01,4.648153441953e-14,1.518583037474e+00,6.407476796096e-14,1.518583037474e+00,8.058911471503e-09,1.518583023753e+00,2.277774393089e-05,1.506683185896e+00
3.112000000000e+01,4.624970679946e-14,1.518583037474e+00,6.375519372253e-14,1.518583037474e+00,8.018717482854e-09,1.518583023793e+00,2.266413945909e-05,1.506683299217e+00
3.112500000000e+01,4.601903542446e-14,1.518583037474e+00,6.343721336727e-14,1.518583037474e+00,7.978723962561e-09,1.518583023833e+00,2.255110159196e-05,1.506683411972e+00
3.113000000000e+01,4.578951452775e-14,1.518583037474e+00,6.312081894564e-14,1.518583037474e+00,7.938929910782e-09,1.518583023873e+00,2.243862750354e-05,1.506683524166e+00
3.113500000000e+01,4.556113837129e-14,1.518583037474e+00,6.280600254777e-14,1.518583037474e+00,7.899334332664e-09,1.518583023912e+00,2.232671438198e-05,1.506683635799e+00
3.114000000000e+01,4.533390124566e-14,1.518583037474e+00,6.249275630324e-14,1.518583037474e+00,7.859936238316e-09,1.518583023951e+00,2.221535942944e-05,1.506683746876e+00
3.114500000000e+01,4.510779746992e-14,1.518583037474e+00,6.218107238087e-14,1.518583037474e+00,7.820734642783e-09,1.518583023990e+00,2.210455986205e-05,1.506683857399e+00
3.115000000000e+01,4.488282139146e-14,1.518583037474e+00,6.187094298855e-14,1.518583037474e+00,7.781728566023e-09,1.518583024029e+00,2.199431290980e-05,1.506683967370e+00
3.115500000000e+01,4.465896738588e-14,1.518583037474e+00,6.156236037303e-14,1.518583037474e+00,7.742917032883e-09,1.518583024068e+00,2.188461581652e-05,1.506684076793e+00
3.116000000000e+01,4.443622985681e-14,1.518583037474e+00,6.125531681972e-14,1.518583037474e+00,7.704299073073e-09,1.518583024107e+00,2.177546583977e-05,1.506684185671e+00
3.116500000000e+01,4.421460323580e-14,1.518583037474e+00,6.094980465252e-14,1.518583037474e+00,7.665873721140e-09,1.518583024145e+00,2.166686025081e-05,1.506684294005e+00
3.117000000000e+01,4.399408198218e-14,1.518583037474e+00,6.064581623362e-14,1.518583037474e+00,7.627640016449e-09,1.518583024183e+00,2.155879633448e-05,1.506684401799e+00
3.117500000000e+01,4.377466058289e-14,1.518583037474e+00,6.034334396328e-14,1.518583037474e+00,7.589597003157e-09,1.518583024221e+00,2.145127138918e-05,1.506684509055e+00
3.118000000000e+01,4.355633355240e-14,1.518583037474e+00,6.004238027968e-14,1.518583037474e+00,7.551743730184e-09,1.518583024259e+00,2.134428272678e-05,1.506684615777e+00
3.118500000000e+01,4.333909543252e-14,1.518583037474e+00,5.974291765871e-14,1.518583037474e+00,7.514079251198e-09,1.518583024296e+00,2.123782767256e-05,1.506684721966e+00
3.119000000000e+01,4.312294079228e-14,1.518583037474e+00,5.944494861380e-14,1.518583037474e+00,7.476602624585e-09,1.518583024334e+00,2.113190356514e-05,1.506684827625e+00
3.119500000000e+01,4.290786422780e-14,1.518583037474e+00,5.914846569570e-14,1.518583037474e+00,7.439312913427e-09,1.518583024371e+00,2.102650775642e-05,1.506684932758e+00
3.120000000000e+01,4.269386036217e-14,1.518583037474e+00,5.885346149232e-14,1.518583037474e+00,7.402209185479e-09,1.518583024408e+00,2.092163761147e-05,1.506685037366e+00
3.120500000000e+01,4.248092384527e-14,1.518583037474e+00,5.855992862854e-14,1.518583037474e+00,7.365290513147e-09,1.518583024445e+00,2.081729050856e-05,1.506685141453e+00
3.121000000000e+01,4.226904935368e-14,1.518583037474e+00,5.826785976603e-14,1.518583037474e+00,7.328555973460e-09,1.518583024481e+00,2.071346383900e-05,1.506685245020e+00
3.121500000000e+01,4.205823159052e-14,1.518583037474e+00,5.797724760305e-14,1.518583037474e+00,7.292004648055e-09,1.518583024518e+00,2.061015500711e-05,1.506685348071e+00
3.122000000000e+01,4.184846528534e-14,1.518583037474e+00,5.768808487428e-14,1.518583037474e+00,7.255635623146e-09,1.518583024554e+00,2.050736143017e-05,1.506685450608e+00
3.122500000000e+01,4.163974519398e-14,1.518583037474e+00,5.740036435064e-14,1.518583037474e+00,7.219447989505e-09,1.518583024590e+00,2.040508053834e-05,1.506685552633e+00
3.123000000000e+01,4.143206609841e-14,1.518583037474e+00,5.711407883909e-14,1.518583037474e+00,7.183440842440e-09,1.518583024626e+00,2.030330977458e-05,1.506685654149e+00
3.123500000000e+01,4.122542280665e-14,1.518583037474e+00,5.682922118249e-14,1.518583037474e+00,7.147613281770e-09,1.518583024662e+00,2.020204659462e-05,1.506685755160e+00
3.124000000000e+01,4.101981015262e-14,1.518583037474e+00,5.654578425938e-14,1.518583037474e+00,7.111964411805e-09,1.518583024697e+00,2.010128846688e-05,1.506685855666e+00
3.124500000000e+01,4.081522299597e-14,1.518583037474e+00,5.626376098382e-14,1.518583037474e+00,7.076493341320e-09,1.518583024733e+00,2.000103287239e-05,1.506685955671e+00
3.125000000000e+01,4.061165622202e-14,1.518583037474e+00,5.598314430521e-14,1.518583037474e+00,7.041199183537e-09,1.518583024768e+00,1.990127730478e-05,1.506686055178e+00
3.125500000000e+01,4.040910474159e-14,1.518583037474e+00,5.570392720813e-14,1.518583037474e+00,7.006081056101e-09,1.518583024803e+00,1.980201927013e-05,1.506686154188e+00
3.126000000000e+01,4.020756349089e-14,1.518583037474e+00,5.542610271213e-14,1.518583037474e+00,6.971138081056e-09,1.518583024838e+00,1.970325628699e-05,1.506686252704e+00
3.126500000000e+01,4.000702743137e-14,1.518583037474e+00,5.514966387159e-14,1.518583037474e+00,6.936369384826e-09,1.518583024873e+00,1.960498588629e-05,1.506686350729e+00
3.127000000000e+01,3.980749154961e-14,1.518583037474e+00,5.487460377551e-14,1.518583037474e+00,6.901774098192e-09,1.518583024907e+00,1.950720561125e-05,1.506686448265e+00
3.127500000000e+01,3.960895085722e-14,1.518583037474e+00,5.460091554739e-14,1.518583037474e+00,6.867351356270e-09,1.518583024941e+00,1.940991301737e-05,1.506686545315e+00
